geo_accession,hsa-miR-1307-3p,hsa-miR-4783-3p,hsa-miR-8073,hsa-miR-4532,hsa-miR-6787-5p,hsa-miR-6861-5p,hsa-miR-1233-5p,hsa-miR-4675,hsa-miR-92a-2-5p,hsa-miR-6756-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-4758-5p,hsa-miR-6802-5p,hsa-miR-6769a-5p,hsa-miR-4419b,hsa-miR-6784-5p,hsa-miR-4428,hsa-miR-342-5p,hsa-miR-885-3p,hsa-miR-8059,hsa-miR-1238-5p,hsa-miR-3156-5p,hsa-miR-4727-3p,hsa-miR-663a,hsa-miR-320a,hsa-miR-191-5p,hsa-miR-4646-5p,hsa-miR-1246,hsa-miR-4299,hsa-miR-4515,hsa-miR-197-5p,hsa-miR-6073,hsa-miR-4730,hsa-miR-6717-5p,hsa-miR-614,hsa-miR-6816-5p,hsa-miR-6858-5p,hsa-miR-211-3p,hsa-miR-6131,hsa-miR-6887-5p,hsa-miR-3682-3p,hsa-miR-6839-5p,hsa-miR-23b-3p,hsa-miR-642b-3p,hsa-miR-320b,hsa-miR-130a-3p,hsa-miR-103a-3p,hsa-miR-107,hsa-miR-6822-5p,hsa-miR-654-5p,hsa-miR-4498,hsa-miR-4514,hsa-miR-4734,hsa-miR-4261,hsa-miR-17-3p,hsa-miR-6729-5p,hsa-miR-4317,hsa-miR-3652,hsa-miR-4732-5p,hsa-miR-146a-5p,hsa-miR-6757-5p,hsa-miR-320e,hsa-miR-4489,hsa-miR-7847-3p,hsa-miR-3934-5p,hsa-miR-4700-5p,hsa-miR-4298,hsa-miR-23a-3p,hsa-miR-8060,hsa-miR-6742-5p,hsa-miR-483-5p,hsa-miR-15b-5p,hsa-miR-3137,hsa-miR-3151-5p,hsa-miR-4538,hsa-miR-320d,hsa-miR-6748-5p,hsa-miR-3617-5p,hsa-miR-6760-5p,hsa-miR-1343-3p,hsa-miR-4652-5p,hsa-miR-3605-5p,hsa-miR-25-3p,hsa-miR-4436b-3p,hsa-miR-320c,hsa-miR-4300,hsa-miR-140-3p,hsa-miR-4259,hsa-miR-221-3p,hsa-miR-423-3p,hsa-miR-185-5p,hsa-miR-15a-5p,hsa-miR-505-5p,hsa-miR-6728-5p,hsa-miR-222-3p,hsa-miR-4690-5p,hsa-miR-22-3p,hsa-miR-1247-3p,hsa-miR-126-3p,breast cancer
1879547,4.986725,4.969645,5.098601,10.108839999999999,8.007091,6.569491,10.0461,6.626460000000001,9.242517,8.19232,11.78613,4.994387000000001,7.923553999999999,8.166350999999999,5.8989519999999995,5.2752550000000005,12.94403,3.3230989999999996,3.5888169999999997,4.629857,8.065553,4.771273000000001,2.753995,3.635797,10.1836,4.372449,2.753995,3.6123629999999998,2.753995,2.753995,3.237352,7.403053999999999,2.753995,7.979112,5.054879,7.356917,10.779630000000001,8.039738,5.3541,5.964980000000001,5.452894000000001,2.753995,2.753995,2.753995,7.345035,2.753995,2.753995,2.753995,2.753995,3.4981459999999998,2.753995,4.914757,2.753995,11.98119,2.753995,2.938733,12.75919,2.753995,5.477582,5.013506,2.753995,6.850328,2.753995,2.753995,6.378151,2.753995,2.753995,6.00593,2.753995,2.753995,3.593739,4.764978,2.753995,2.753995,4.73877,2.753995,2.753995,3.776099,2.753995,2.753995,5.523251999999999,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,2.753995,5.658261,2.753995,6.191503,2.753995,0
1878250,5.267326000000001,4.987977,5.12764,10.726519999999999,7.910152,6.451280000000001,9.838239,6.692247999999999,9.172317999999999,7.7550669999999995,11.97383,4.611186,8.108243,8.061711,5.811684,5.0650010000000005,12.98372,3.694613,2.673637,4.68692,7.32805,5.762842,2.770405,2.611367,10.3368,3.570126,0.9728789000000001,3.699932,1.152752,3.09921,2.308487,7.3233369999999995,0.2289917,9.343936,4.29563,6.0848510000000005,10.60553,8.147932,5.918705999999999,5.929962000000001,5.597637000000001,2.001082,2.928056,2.5332619999999997,7.732829,2.362943,0.2289917,0.2289917,0.2289917,3.943576,1.184934,3.977615,0.954059,11.99248,0.75043,0.8746865,12.94524,0.2289917,5.3459010000000005,4.014605,2.383187,6.701021000000001,1.788173,3.624882,6.29314,4.6986550000000005,1.926551,6.544636,1.626023,1.692565,4.2479260000000005,5.149233000000001,0.5522864000000001,0.8116869999999999,4.581606,2.254388,0.2289917,3.583991,0.2289917,2.988901,5.371322,1.037134,1.396408,1.828613,0.2289917,2.130534,1.4843709999999999,1.6048850000000001,3.800294,1.325507,0.6840675,0.9972042,0.814154,1.047042,0.2289917,0.48462799999999995,5.6066139999999995,0.2289917,6.243183999999999,0.2289917,0
1878900,5.4000010000000005,5.306037,5.59278,11.600489999999999,7.779533,7.185556,11.35844,6.508225,9.813098,8.139543,12.24052,5.472363,8.603289,7.768184,5.797468,5.9211339999999995,12.66226,3.4935410000000005,3.4935410000000005,5.164312000000001,8.100904,4.445625,3.8958660000000003,3.4935410000000005,10.7728,4.760121,3.4935410000000005,3.8302940000000003,4.058756,3.4935410000000005,3.4935410000000005,6.702052,3.4935410000000005,8.937819000000001,6.1737519999999995,7.160246000000001,10.7698,7.723496000000001,5.6747879999999995,3.957608,6.106414,3.4935410000000005,3.4935410000000005,3.691641,9.12013,4.425898999999999,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,4.520326,3.4935410000000005,12.32255,3.4935410000000005,3.4935410000000005,12.99473,3.4935410000000005,5.08741,3.4935410000000005,3.4935410000000005,7.108816,3.4935410000000005,3.4935410000000005,6.371331,3.4935410000000005,3.4935410000000005,6.10681,3.4935410000000005,3.4935410000000005,4.582598,5.287506,3.944179,3.4935410000000005,4.3827300000000005,3.4935410000000005,3.4935410000000005,4.373475,3.4935410000000005,3.4935410000000005,5.656048999999999,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.6143339999999995,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.4935410000000005,3.7473769999999997,4.786091000000001,3.8650269999999995,5.952139,3.4935410000000005,0
1880138,5.410044999999999,5.5786690000000005,5.151989,11.19175,7.986541000000001,6.576247,10.34559,6.346569000000001,10.15306,7.720846000000001,12.3078,5.208889,8.267854,7.948516000000001,6.137055999999999,4.784003,13.163039999999999,3.944173,4.039578,4.512883,8.429329,5.5353699999999995,3.7533730000000003,2.785482,10.73733,5.09202,2.785482,3.896996,2.785482,2.785482,3.874569,7.124861,3.028941,10.0137,5.404604,7.296016000000001,10.83467,7.493835000000001,6.007343,7.681209,5.335449,2.984727,2.785482,2.785482,7.931429,2.785482,2.785482,2.785482,3.025087,3.661335,2.785482,4.759097,2.785482,12.44506,2.785482,2.785482,13.163170000000001,2.785482,5.27156,4.807884,3.079111,6.153111,2.785482,3.2111110000000003,6.09779,3.4112419999999997,2.785482,5.524726,3.3776650000000004,2.785482,4.65308,5.259354,2.785482,2.785482,4.532543,2.785482,2.785482,3.2292549999999998,2.785482,3.241865,6.131228,2.785482,2.785482,2.785482,2.785482,2.785482,2.785482,2.785482,3.3420669999999997,2.785482,2.785482,2.785482,2.785482,2.785482,2.785482,2.785482,5.601901,3.443082,6.370755,2.785482,0
1878050,5.0199620000000005,4.939419,4.925043,11.04239,7.907760000000001,6.4594830000000005,10.7478,7.097411999999999,9.230444,7.926943,12.00015,5.054698999999999,8.189981,7.977467999999999,6.237083,5.367872,12.68338,3.350744,3.860144,4.451114,7.349175,5.124034,3.118637,3.6602010000000003,10.365260000000001,3.1073049999999998,0.4705031,4.580935,0.4705031,0.4705031,1.0912899999999999,6.916747999999999,0.4705031,9.534536,3.240153,7.629074,10.7269,8.120998,6.42299,5.0272120000000005,5.7420800000000005,3.3982959999999998,3.830056,1.857995,8.571860000000001,2.581328,0.4705031,0.8260069999999999,0.4705031,3.534339,1.472684,3.297099,0.4705031,11.861460000000001,2.063782,0.4705031,12.60666,0.4705031,5.239730000000001,4.421033,1.474243,7.658008000000001,0.4705031,2.881022,6.500989,2.305533,0.4705031,6.101063,1.05497,2.311212,4.207738,5.088368,0.4705031,1.076201,4.294726,0.4705031,0.4705031,3.616133,0.4705031,3.682157,5.248867,0.4705031,0.4705031,1.364192,0.4705031,2.8125080000000002,2.7233240000000003,0.4705031,3.164141,2.271443,0.4705031,1.1513719999999998,0.4705031,0.4705031,0.9408781999999999,0.4705031,5.672445,0.4705031,5.492933,0.4705031,0
1879091,5.438529,5.404895,5.4360040000000005,11.029000000000002,7.871949000000001,7.13185,10.73121,6.706882000000001,9.404533,7.828544,12.40259,5.214338,8.125539,7.871177,5.258204,5.166444,12.34164,3.8494870000000003,3.9661199999999996,4.583833,7.997443,5.133556,3.721883,2.280986,10.46435,4.5540910000000006,2.4663880000000002,3.505986,0.7876858,3.5312089999999996,3.673707,6.966916,0.6696641,9.915965,5.930088,7.132225999999999,10.76651,7.505319999999999,5.523183,6.582963,5.946253,0.6696641,0.6696641,2.5777400000000004,8.244731,3.2844550000000003,0.6696641,0.6696641,0.6696641,3.9844129999999995,2.514041,4.20749,1.182636,12.0675,0.6696641,3.233518,12.82206,0.6696641,5.246646,4.305135,0.6696641,6.654209,0.6696641,2.351232,6.352702,3.444858,2.2280860000000002,6.023256,2.924757,2.036101,4.743657,4.3476989999999995,0.6696641,1.379125,5.042205,1.577253,2.3987939999999996,3.924475,0.6696641,2.116463,6.635317,1.1726530000000002,0.6696641,0.6696641,2.303635,1.10659,1.3347870000000002,0.6696641,4.213483,0.6696641,1.992523,1.387402,0.6696641,1.4364540000000001,0.6696641,0.6696641,5.300565,2.497382,5.819603,0.6696641,0
1878189,3.778489,4.865806,4.363798,10.41648,8.284953999999999,7.290221000000001,10.23217,6.613954,9.335472,8.273808,11.9133,5.439006,7.702013000000001,8.218477,6.647759,5.907282,12.51994,4.564826,4.02836,3.346823,8.595442,4.633883,3.346823,3.346823,9.953524,7.077066,3.346823,4.931661,5.53616,3.346823,6.182693,7.4344220000000005,3.346823,9.189859,5.677163,8.293775,10.82836,7.886789,5.6211269999999995,8.47908,5.867737,3.346823,3.346823,3.346823,8.484477,3.346823,3.346823,3.346823,3.346823,4.9145970000000005,3.346823,3.346823,3.346823,11.376339999999999,3.66817,3.346823,12.53018,3.346823,5.136634,4.765849,3.663933,7.511399000000001,3.346823,3.346823,6.201817,3.346823,3.346823,6.7619940000000005,5.531461,3.346823,3.346823,4.5440760000000004,3.346823,3.346823,5.025098000000001,3.346823,3.346823,3.559653,3.346823,3.346823,6.136539,3.525808,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,3.346823,5.600617,6.282793,6.108625,3.346823,0
1880268,5.508839,5.415749,5.095956,11.14231,8.222235000000001,7.094530000000001,10.75997,6.296454,9.592924,7.522739,12.206760000000001,4.7664089999999995,8.31959,8.001478,5.972887999999999,5.569047,13.137939999999999,5.202286,3.9499809999999997,4.399358,8.309723,5.269866,4.4553769999999995,3.616557,10.1761,3.9839059999999997,4.218081,3.7424839999999997,7.518572,4.683826,1.729377,7.412189,4.479686,9.948742,5.2059489999999995,7.569975,10.738710000000001,7.627769,5.271907,10.27552,5.684861,4.056575,4.469457,5.018154,8.065777,4.2614849999999995,3.270143,4.050383999999999,3.925318,4.169124,1.729377,4.344321,1.729377,12.1792,1.729377,2.255401,13.144029999999999,1.729377,4.730107,5.310859,3.1076200000000003,6.240147,4.070492,4.302344000000001,5.623553,5.012709,2.754587,5.198069,4.898532,3.389232,4.615193,5.179635,3.745772,1.729377,4.661467,3.7316290000000003,3.0686709999999997,4.544335,2.0040709999999997,2.416462,5.7333,2.775427,3.2113810000000003,3.904904,3.6350589999999996,4.637479,2.325057,3.6792290000000003,5.000433999999999,4.831442,1.729377,3.4492550000000004,2.3092189999999997,1.729377,3.005277,2.564086,5.254478,5.68596,5.685651999999999,4.0026470000000005,0
1876491,9.402444000000001,9.404336,7.644521000000001,14.577979999999998,9.684279,9.192031,12.42649,9.654425999999999,7.698624000000001,9.280868,10.78046,7.909403,9.780149,9.352122,8.908102,7.509722,11.78223,7.276269,7.293353999999999,6.529073,11.566510000000001,7.515759,6.940463,7.061389999999999,10.9762,7.033994,6.1200790000000005,7.958641,9.061608999999999,5.059589,7.683730000000001,8.776058,5.320607,7.956544,8.085443,11.31902,9.808904,8.508728999999999,7.350878,11.49648,7.742603999999999,6.804281,7.265232000000001,6.611519,9.343726,5.696675,4.461931,5.163576,5.702178,6.332485,5.313034,6.207885,4.86683,13.73869,5.9410300000000005,6.257371,11.05512,4.132729,6.387199,7.315981,5.628223,9.049059,5.560295,6.103086,8.013485000000001,5.910596,4.132729,7.460344,7.003405,5.9687220000000005,7.025869999999999,6.882577,5.228940000000001,4.132729,6.922346000000001,4.132729,4.602348,5.753148,6.160547,5.182903,7.0042089999999995,4.132729,4.798374,4.2937199999999995,5.041583,5.228515,4.972747,4.132729,6.096716000000001,4.132729,5.190422,6.465978,4.132729,4.132729,4.132729,4.561178,6.547486,7.696532,7.700792999999999,4.642273,1
1878677,4.599451999999999,4.83875,5.115569,10.58737,8.085239,6.556442,10.33077,6.957272,9.949641999999999,8.079143,12.09971,5.1677599999999995,8.080250999999999,8.225386,5.648388,5.300521,12.167810000000001,3.829853,3.3426970000000003,3.715297,7.2727889999999995,5.266267,2.079959,2.556563,9.730018,3.960865,1.329445,3.7089779999999997,1.038073,1.9199529999999998,1.873505,7.035717,1.038073,10.04235,4.716609,5.846581,10.474789999999999,7.905042999999999,5.6996970000000005,5.283369,6.112464,2.4979009999999997,1.4630020000000001,1.869559,8.554624,2.73224,1.038073,1.038073,1.038073,3.868289,2.493645,3.812898,1.038073,11.463339999999999,1.428756,1.038073,12.4993,1.038073,4.988377,3.858768,2.262314,6.6813649999999996,1.038073,3.108038,6.41221,2.817655,1.038073,5.998031,2.008596,2.0162009999999997,4.345826000000001,5.080452999999999,1.038073,1.038073,4.648624,1.424277,2.024043,3.784654,1.038073,3.6715050000000002,5.110396,1.038073,1.552459,1.038073,1.038073,2.144921,1.038073,1.038073,3.091279,1.2663870000000002,1.955655,1.633859,1.038073,2.759943,1.038073,1.038073,5.445932,1.038073,5.54491,1.038073,0
1879082,5.126436,5.5260620000000005,5.801504,11.80851,7.8876550000000005,7.285916,11.27282,7.446646,9.144314999999999,8.337177,12.4398,5.493987000000001,8.75733,8.323827,5.6508650000000005,5.606612,12.58868,4.365362999999999,4.372561,4.710941,8.062366,5.678526000000001,3.9415400000000003,3.295378,10.7642,4.9672019999999995,1.361318,4.07014,1.361318,1.361318,4.0066489999999995,6.772517,1.361318,10.7033,5.700158999999999,7.727556,10.57535,7.847517999999999,6.387699,5.835587,6.598934,1.361318,2.953919,1.6830880000000001,9.228927,2.689483,1.361318,2.332519,1.361318,4.411871,1.361318,4.5377,1.361318,12.164589999999999,1.361318,1.361318,12.9296,1.361318,5.289936,3.4402,1.361318,7.31686,3.279118,3.168914,6.815797,3.4112379999999995,1.4613180000000001,5.733391,2.8907380000000003,2.121232,4.904051,4.437880000000001,1.361318,1.361318,4.950774,1.361318,2.069582,3.9235620000000004,1.361318,4.0645690000000005,6.492483999999999,3.0664119999999997,1.361318,1.361318,3.231505,3.8671269999999995,1.361318,1.361318,2.8931169999999997,1.361318,1.361318,3.7790760000000003,1.361318,1.361318,1.361318,1.361318,5.5042480000000005,3.678546,6.086322,1.361318,0
1877640,6.090045,5.684526,6.532213,10.539060000000001,8.657760000000001,7.521698,11.18965,6.5171269999999994,9.361889999999999,8.247286,12.38664,6.000457,8.552128999999999,8.370205,6.584946,5.824425,12.68896,4.213743,5.604206,5.343739,9.387253,6.037048,4.9356480000000005,5.028401000000001,10.65669,5.103757,4.279757,4.512243,5.425863,3.8286839999999995,4.034383999999999,7.716725,4.870991,9.409758,7.100213,8.877089999999999,10.82059,8.046383,5.902555,10.52207,6.594079,3.2028060000000003,4.831512,4.280053,8.066136,4.6027309999999995,3.9365900000000003,4.385011,4.315201,5.239767,3.6616160000000004,5.135262,3.184735,12.042060000000001,3.708304,3.6895160000000002,12.85999,2.343464,6.0250699999999995,5.268053,4.091811,6.895144,3.6092190000000004,4.059855000000001,6.464676,5.049641,2.343464,5.919725,5.230342,3.7788839999999997,4.736759999999999,4.918183999999999,3.3676739999999996,3.278519,5.951298,4.514696,4.279078,5.109848,2.343464,3.2519259999999997,6.669303,2.5163740000000003,3.7473690000000004,4.069658,2.343464,4.559638,3.6650139999999998,3.5891900000000003,4.762830999999999,4.7534849999999995,4.276419000000001,4.638471,3.11212,3.051773,2.343464,2.343464,6.327715,5.772463,6.523715,3.2855769999999995,1
1877935,5.197636,4.731105,4.999969999999999,10.10604,7.914572,6.615133999999999,10.7219,6.626422,9.331011,8.325332000000001,11.91208,5.361791,8.202113,8.354610000000001,6.33402,5.545058,12.34158,4.241745,3.000104,4.3854690000000005,7.5003899999999994,5.350988,3.03829,3.034837,9.879777,3.811257,1.8456150000000002,4.578354,2.870794,2.982368,2.641607,7.758450999999999,0.8683501,8.977286,4.360144,6.686096000000001,10.57728,8.47228,5.903339,5.97232,6.241176,3.1394900000000003,2.774212,0.8683501,8.153637,2.355433,0.8683501,0.8683501,0.8683501,3.4396089999999995,0.8683501,4.498911,0.8683501,11.41425,1.910695,0.8683501,12.41222,0.8683501,5.309746,5.096579,0.8683501,6.957769,0.8683501,3.4007,6.649716000000001,3.2553099999999997,0.8683501,6.079561,2.322423,2.684503,4.168316,5.046213,1.393909,0.8683501,5.039773,2.271484,0.8683501,3.716077,0.8683501,3.283385,5.018055,0.8683501,0.8683501,0.8683501,0.8683501,2.272995,1.616797,0.8683501,3.01993,0.8683501,0.8683501,2.310102,0.8683501,1.8489689999999999,0.8683501,0.8683501,6.291451,0.8683501,5.707479,0.8683501,0
1877261,9.470493,9.234432,7.902517,13.76196,9.285892,8.511462,13.67876,8.675127999999999,6.8769,9.019485000000001,11.12094,7.412795,9.498522,9.356439,8.506542,7.702382000000001,11.14125,7.184152,8.325336,7.301089,11.591239999999999,8.089944000000001,6.046831,5.788226,12.83179,6.741802000000001,7.468825999999999,6.4980970000000005,8.751014,6.909051,6.476535,8.881488000000001,6.531073999999999,7.210704,8.11805,11.46828,10.20708,9.367582,8.385183999999999,12.169310000000001,7.626521,4.887894999999999,7.210704,5.557025,11.215119999999999,6.4395050000000005,4.453819,3.850336,3.850336,5.793432,6.156926,6.503623,3.850336,13.815179999999998,6.172655000000001,4.133276,11.68055,3.850336,6.508914,7.153092,3.960376,9.203261999999999,4.203597,5.946572,7.870833,3.850336,3.850336,7.1647479999999995,6.125102,4.537693,5.680292,7.582811,3.850336,3.850336,5.472085,4.135711,4.434321,5.868704,4.793742,3.850336,7.528697,4.619463,4.041957,3.850336,5.3413129999999995,5.5789029999999995,3.850336,3.850336,4.75824,4.603611,4.987188,5.256854,3.850336,3.850336,3.850336,3.850336,6.959784,6.368745,7.6957949999999995,3.850336,1
1876482,9.718472,9.692038,8.048969999999999,14.578,9.568075,8.390263000000001,13.317639999999999,9.612351,6.640935000000001,9.06299,11.10254,7.4012839999999995,10.11711,9.740299,8.677752,7.678978999999999,11.1061,7.286588,7.645716,7.668837,11.44387,8.220688,6.705958,7.096009,11.254489999999999,6.648422,5.045757,7.042354,6.965816,5.71992,7.186458,8.761998,5.045757,6.443387,7.580303,11.123280000000001,9.75126,8.829828,7.574707000000001,9.692969999999999,7.399622999999999,6.498411,7.0172479999999995,5.252999999999999,10.002310000000001,5.045757,5.045757,5.045757,5.420551000000001,6.023793,5.983985,6.592814999999999,5.045757,14.39139,6.35491,5.145757,11.265460000000001,5.045757,7.052269,6.373984,6.022371,9.295435000000001,5.045757,5.9424220000000005,7.942775999999999,5.573628,5.540454,7.361475,5.341844,5.045757,6.78516,7.311794,5.045757,5.045757,6.802732000000001,5.045757,5.045757,5.889995,6.2876970000000005,5.045757,7.300389999999999,5.045757,5.839585,5.045757,5.045757,5.045757,5.045757,5.045757,5.045757,5.045757,5.884380999999999,5.045757,5.045757,5.045757,5.045757,5.34144,6.930578999999999,5.045757,7.55855,5.045757,1
1879240,5.735399,5.5369720000000004,4.853816999999999,11.39109,7.6552929999999995,6.250458,10.56333,6.7081550000000005,9.627445,7.898052000000001,12.29228,5.062716,8.368514,7.844107000000001,5.843335,4.837606,12.42837,3.602747,2.690705,4.221734,7.654300999999999,5.153217,3.118265,2.448183,10.82147,4.550263,2.920266,3.210688,2.1332169999999997,2.1332169999999997,3.187242,6.161474,2.1332169999999997,10.61257,4.272376,7.227038,10.72754,7.51686,6.377466,5.376778,5.398554,2.1332169999999997,3.5796120000000005,2.1332169999999997,8.604172,2.566103,2.1332169999999997,2.1332169999999997,3.4249739999999997,4.307777,2.98093,2.655149,2.1332169999999997,11.91635,2.1332169999999997,3.135041,12.86956,2.1332169999999997,4.8691949999999995,3.478588,2.3547130000000003,6.905595,2.1332169999999997,2.61802,6.188972,2.396387,2.1332169999999997,6.313015,3.365693,2.1332169999999997,4.315321,4.776587999999999,2.1332169999999997,2.1332169999999997,5.061974,2.1332169999999997,2.1332169999999997,2.822348,2.1332169999999997,2.1332169999999997,5.6451970000000005,2.5120970000000002,2.1332169999999997,2.1332169999999997,2.1332169999999997,2.930663,2.1332169999999997,2.1332169999999997,3.4154660000000003,3.657598,4.07108,3.8372660000000005,2.1332169999999997,2.1332169999999997,2.1332169999999997,2.1332169999999997,5.359251,3.750142,5.099245,2.1332169999999997,0
1878178,4.236169,4.902463,4.336746,10.13038,7.676023,6.200956,10.59895,6.304639,9.239985,7.574337,11.97816,4.79369,8.052552,7.949385,6.0502519999999995,5.466806,12.3552,4.28637,3.62101,4.032062000000001,7.526896000000001,4.945736,2.989463,3.522583,9.582298,5.002653,3.7028480000000004,4.4964,4.078791000000001,0.7144507,3.325564,7.55319,3.013921,9.358983,4.127084,7.544855999999999,10.58058,7.610055,5.137045,7.642525,5.6860349999999995,3.746543,0.7144507,3.0044020000000002,7.818532,4.658873000000001,1.466028,0.7144507,0.7144507,2.821975,2.335386,3.904171,0.7144507,11.21232,0.9713265,1.265885,12.32682,1.7910490000000001,5.0012669999999995,4.542683,0.8807754999999999,6.171543,3.4793870000000005,3.120832,6.193083000000001,1.856968,0.7144507,5.8377040000000004,3.1581509999999997,2.376007,4.348167,5.0975269999999995,1.453646,2.604156,4.361242,1.724,4.074147,3.2902970000000002,0.7144507,2.924516,4.60954,0.7144507,0.7144507,0.7144507,1.0969229999999999,4.254768,1.787591,3.478925,3.412789,2.905307,3.6710949999999998,2.8088990000000003,0.7144507,0.7144507,2.047494,1.147039,5.533256,3.932011,5.567472,0.7144507,0
1876435,8.959761,7.989191,6.783135000000001,14.076170000000001,8.888717,8.431629,11.56258,9.578111999999999,7.178381,9.285165,10.726510000000001,7.049853999999999,9.377985,9.1751,6.782255,5.853833,12.161760000000001,5.318313,5.4340980000000005,6.971913000000001,9.625925,6.450475,3.581165,4.579111,10.03576,4.8003,3.7044449999999998,5.334923000000001,4.080608,4.018105,5.716271,7.5608070000000005,2.8039560000000003,7.794055999999999,5.936165,8.858298,9.809413000000001,8.654449000000001,6.912453999999999,8.244322,6.59744,3.256955,4.3991690000000006,2.8039560000000003,9.061441,4.008832,2.8039560000000003,2.8039560000000003,2.8039560000000003,5.300003,4.260351999999999,5.238082,2.8039560000000003,13.73836,3.7692589999999995,3.175794,11.69674,2.8039560000000003,5.612812,4.180748,3.5524989999999996,7.806286999999999,3.2113110000000002,3.56057,7.4656139999999995,4.1188970000000005,2.8039560000000003,6.878771,2.8039560000000003,2.8039560000000003,6.789682000000001,5.155147,3.1253330000000004,2.8039560000000003,6.601252000000001,2.8039560000000003,2.8039560000000003,4.011957,3.666703,2.8039560000000003,5.843858999999999,2.8039560000000003,2.8039560000000003,2.8039560000000003,2.8039560000000003,2.977506,3.36018,2.8039560000000003,3.195678,2.8039560000000003,2.8039560000000003,2.8039560000000003,2.8039560000000003,3.467369,2.8039560000000003,2.8039560000000003,6.264881,3.263951,6.412494000000001,2.8039560000000003,1
1879555,4.7112940000000005,4.632473,4.785842,10.72787,7.921778999999999,6.800421000000001,10.72803,6.625332000000001,9.677261,7.996853,11.91398,5.085275,8.260447000000001,8.016685,5.9770129999999995,5.9936419999999995,13.0101,3.6758,3.0390509999999997,4.040547,7.583583999999999,5.167883,3.053089,3.74696,10.15704,4.268146,1.782503,4.0841389999999995,3.311815,3.7478,2.980029,7.141244,2.24967,9.410444,4.79619,6.670135,10.80043,7.735529,5.799117,7.3692020000000005,5.691088,2.9350650000000003,1.782503,1.782503,8.435258000000001,3.746974,1.782503,1.782503,2.099612,3.953304,2.1501360000000003,4.416746,1.782503,11.766639999999999,2.253787,1.782503,12.54761,1.782503,5.266433,4.22588,1.782503,7.0914399999999995,1.782503,3.9698019999999996,6.540361,3.806643,1.782503,6.072863,2.825409,2.450302,4.639511,5.119482,1.782503,2.275448,4.779316000000001,1.782503,2.947508,3.620982,1.782503,2.0780220000000003,5.323546,2.4441200000000003,2.6086650000000002,1.782503,2.555475,2.599377,1.782503,1.782503,3.661808,1.782503,1.782503,2.0411080000000004,1.782503,1.782503,1.782503,1.782503,5.622283,2.543015,5.982636,1.782503,0
1879102,5.415004,5.6789190000000005,5.642626,11.332939999999999,8.071338,6.9674119999999995,11.00883,7.1675830000000005,9.546333,8.427463000000001,12.3548,5.422502,8.212907000000001,8.056247,5.7591779999999995,5.401282,12.04823,3.6801239999999997,4.389085,5.044129,8.143999,5.3224,4.033208,6.603422999999999,10.77021,6.649209,2.418314,3.7892959999999998,0.8132685000000001,1.614177,4.054996,6.6877830000000005,0.8132685000000001,10.71663,4.434444999999999,7.554606,10.54872,7.824585000000001,6.315225,4.8280389999999995,6.288933,0.8132685000000001,2.413497,3.384072,8.921433,5.920611,0.8132685000000001,0.8132685000000001,0.8132685000000001,2.955,2.981289,4.395844,0.8132685000000001,12.12278,0.8132685000000001,2.3674180000000002,12.82794,0.8132685000000001,5.258151,3.893175,0.8132685000000001,7.323600999999999,3.772336,3.903169,6.504425,2.587202,0.8132685000000001,5.954774,3.476597,3.275846,4.656917,4.679084,0.8132685000000001,0.8132685000000001,4.702831,1.4782870000000001,3.9800169999999997,3.3283080000000003,0.8132685000000001,2.433921,6.4564449999999995,2.228774,1.451681,0.8132685000000001,1.6858939999999998,5.146319,2.239668,0.8132685000000001,3.253803,0.8132685000000001,3.532166,3.63329,0.8132685000000001,0.8132685000000001,0.8132685000000001,0.8132685000000001,5.849539,3.42691,5.568789,1.030979,0
